timestamp,store_id,sku_id,predicted_demand,on_shelf_units,planogram_capacity_units,waste_units,waste_cost,forecast_hour_offset
2025-12-08 01:00:00,ST_JEDDAH_MALL_01,SKU_303,1.0,-3,42,1,12.59,2
2025-12-08 01:00:00,ST_JEDDAH_MALL_01,SKU_304,1.0,31,73,4,54.76,2
2025-12-08 01:00:00,ST_JEDDAH_MALL_01,SKU_305,1.0,0,61,0,0.0,2
2025-12-08 01:00:00,ST_JEDDAH_MALL_01,SKU_306,3.0,42,78,5,66.25,2
2025-12-08 01:00:00,ST_JEDDAH_MALL_01,SKU_401,1.0,0,109,0,0.0,2
2025-12-08 01:00:00,ST_JEDDAH_MALL_01,SKU_402,3.0,89,89,0,0.0,2
2025-12-08 01:00:00,ST_JEDDAH_MALL_01,SKU_501,2.0,11,75,0,0.0,2
2025-12-08 01:00:00,ST_JEDDAH_MALL_01,SKU_502,1.0,0,98,3,23.79,2
2025-12-08 01:00:00,ST_JEDDAH_MALL_01,SKU_503,1.0,-3,103,0,0.0,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_101,4.0,83,123,7,32.97,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_102,1.0,0,123,0,0.0,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_103,3.0,96,139,7,27.72,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_201,3.0,46,93,10,64.9,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_202,4.0,76,83,10,45.9,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_301,1.0,51,75,5,55.0,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_302,2.0,15,53,2,19.46,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_303,1.0,-6,63,1,7.1,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_304,1.0,6,46,0,0.0,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_305,1.0,-2,57,0,0.0,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_306,1.0,-4,57,0,0.0,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_401,5.0,54,114,0,0.0,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_402,1.0,-13,93,0,0.0,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_501,2.0,36,98,1,7.61,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_502,2.0,109,109,7,45.080000000000005,2
2025-12-08 01:00:00,ST_RIYADH_MALL_01,SKU_503,1.0,-18,68,0,0.0,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_101,2.0,98,121,6,41.519999999999996,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_102,3.0,82,84,11,42.9,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_103,1.0,-5,122,0,0.0,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_201,2.0,10,91,1,4.67,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_202,3.0,105,113,8,32.96,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_301,1.0,0,63,0,0.0,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_302,1.0,-1,65,0,0.0,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_303,1.0,0,73,0,0.0,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_304,2.0,15,86,1,11.98,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_305,3.0,76,76,20,213.2,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_306,3.0,70,80,9,82.35000000000001,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_401,1.0,-4,77,1,13.68,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_402,3.0,61,61,10,117.69999999999999,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_501,2.0,64,90,1,9.83,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_502,1.0,-1,65,0,0.0,2
2025-12-08 01:00:00,ST_RIYADH_STREET_01,SKU_503,1.0,47,60,2,12.9,2
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_101,2.0,58,126,5,30.150000000000002,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_102,2.0,37,99,2,11.02,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_103,2.0,9,112,0,0.0,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_201,1.0,-4,89,0,0.0,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_202,6.0,9,93,0,0.0,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_301,1.0,-1,71,0,0.0,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_302,3.0,49,49,16,178.24,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_303,1.0,0,71,0,0.0,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_304,2.0,69,69,17,130.39,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_305,2.0,65,65,17,179.52,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_306,1.0,6,40,0,0.0,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_401,1.0,0,117,0,0.0,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_402,1.0,0,78,0,0.0,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_501,1.0,0,99,0,0.0,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_502,2.0,49,91,0,0.0,3
2025-12-08 02:00:00,ST_DUBAI_HYPER_01,SKU_503,1.0,-15,108,0,0.0,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_101,1.0,0,97,0,0.0,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_102,5.0,51,113,5,18.45,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_103,3.0,88,88,0,0.0,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_201,3.0,137,137,16,102.88,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_202,5.0,52,114,6,25.740000000000002,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_301,5.0,88,88,18,242.82,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_302,5.0,14,72,2,29.32,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_303,1.0,-3,42,1,12.59,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_304,1.0,31,73,4,54.76,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_305,1.0,0,61,0,0.0,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_306,3.0,42,78,5,66.25,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_401,1.0,0,109,0,0.0,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_402,3.0,89,89,0,0.0,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_501,2.0,11,75,0,0.0,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_502,1.0,0,98,3,23.79,3
2025-12-08 02:00:00,ST_JEDDAH_MALL_01,SKU_503,1.0,-3,103,0,0.0,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_101,4.0,83,123,7,32.97,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_102,1.0,0,123,0,0.0,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_103,3.0,96,139,7,27.72,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_201,4.0,46,93,10,64.9,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_202,4.0,76,83,10,45.9,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_301,1.0,51,75,5,55.0,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_302,2.0,15,53,2,19.46,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_303,1.0,-6,63,1,7.1,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_304,1.0,6,46,0,0.0,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_305,1.0,-2,57,0,0.0,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_306,1.0,-4,57,0,0.0,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_401,5.0,54,114,0,0.0,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_402,1.0,-13,93,0,0.0,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_501,2.0,36,98,1,7.61,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_502,2.0,109,109,7,45.080000000000005,3
2025-12-08 02:00:00,ST_RIYADH_MALL_01,SKU_503,1.0,-18,68,0,0.0,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_101,2.0,98,121,6,41.519999999999996,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_102,3.0,82,84,11,42.9,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_103,1.0,-5,122,0,0.0,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_201,2.0,10,91,1,4.67,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_202,3.0,105,113,8,32.96,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_301,1.0,0,63,0,0.0,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_302,1.0,-1,65,0,0.0,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_303,1.0,0,73,0,0.0,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_304,2.0,15,86,1,11.98,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_305,3.0,76,76,20,213.2,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_306,3.0,70,80,9,82.35000000000001,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_401,1.0,-4,77,1,13.68,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_402,3.0,61,61,10,117.69999999999999,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_501,2.0,64,90,1,9.83,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_502,1.0,-1,65,0,0.0,3
2025-12-08 02:00:00,ST_RIYADH_STREET_01,SKU_503,1.0,47,60,2,12.9,3
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_101,2.0,58,126,5,30.150000000000002,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_102,2.0,37,99,2,11.02,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_103,2.0,9,112,0,0.0,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_201,1.0,-4,89,0,0.0,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_202,6.0,9,93,0,0.0,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_301,1.0,-1,71,0,0.0,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_302,3.0,49,49,16,178.24,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_303,1.0,0,71,0,0.0,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_304,2.0,69,69,17,130.39,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_305,3.0,65,65,17,179.52,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_306,1.0,6,40,0,0.0,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_401,1.0,0,117,0,0.0,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_402,1.0,0,78,0,0.0,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_501,1.0,0,99,0,0.0,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_502,2.0,49,91,0,0.0,4
2025-12-08 03:00:00,ST_DUBAI_HYPER_01,SKU_503,1.0,-15,108,0,0.0,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_101,1.0,0,97,0,0.0,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_102,5.0,51,113,5,18.45,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_103,3.0,88,88,0,0.0,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_201,3.0,137,137,16,102.88,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_202,6.0,52,114,6,25.740000000000002,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_301,5.0,88,88,18,242.82,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_302,5.0,14,72,2,29.32,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_303,1.0,-3,42,1,12.59,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_304,1.0,31,73,4,54.76,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_305,1.0,0,61,0,0.0,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_306,4.0,42,78,5,66.25,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_401,1.0,0,109,0,0.0,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_402,3.0,89,89,0,0.0,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_501,2.0,11,75,0,0.0,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_502,1.0,0,98,3,23.79,4
2025-12-08 03:00:00,ST_JEDDAH_MALL_01,SKU_503,1.0,-3,103,0,0.0,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_101,5.0,83,123,7,32.97,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_102,1.0,0,123,0,0.0,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_103,4.0,96,139,7,27.72,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_201,5.0,46,93,10,64.9,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_202,4.0,76,83,10,45.9,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_301,1.0,51,75,5,55.0,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_302,2.0,15,53,2,19.46,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_303,1.0,-6,63,1,7.1,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_304,1.0,6,46,0,0.0,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_305,1.0,-2,57,0,0.0,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_306,1.0,-4,57,0,0.0,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_401,5.0,54,114,0,0.0,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_402,1.0,-13,93,0,0.0,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_501,2.0,36,98,1,7.61,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_502,3.0,109,109,7,45.080000000000005,4
2025-12-08 03:00:00,ST_RIYADH_MALL_01,SKU_503,1.0,-18,68,0,0.0,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_101,2.0,98,121,6,41.519999999999996,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_102,3.0,82,84,11,42.9,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_103,1.0,-5,122,0,0.0,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_201,2.0,10,91,1,4.67,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_202,4.0,105,113,8,32.96,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_301,1.0,0,63,0,0.0,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_302,1.0,-1,65,0,0.0,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_303,1.0,0,73,0,0.0,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_304,2.0,15,86,1,11.98,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_305,3.0,76,76,20,213.2,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_306,3.0,70,80,9,82.35000000000001,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_401,1.0,-4,77,1,13.68,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_402,3.0,61,61,10,117.69999999999999,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_501,2.0,64,90,1,9.83,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_502,1.0,-1,65,0,0.0,4
2025-12-08 03:00:00,ST_RIYADH_STREET_01,SKU_503,1.0,47,60,2,12.9,4
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_101,3.0,58,126,5,30.150000000000002,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_102,2.0,37,99,2,11.02,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_103,2.0,9,112,0,0.0,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_201,1.0,-4,89,0,0.0,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_202,6.0,9,93,0,0.0,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_301,1.0,-1,71,0,0.0,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_302,3.0,49,49,16,178.24,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_303,1.0,0,71,0,0.0,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_304,2.0,69,69,17,130.39,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_305,3.0,65,65,17,179.52,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_306,1.0,6,40,0,0.0,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_401,1.0,0,117,0,0.0,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_402,1.0,0,78,0,0.0,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_501,1.0,0,99,0,0.0,5
2025-12-08 04:00:00,ST_DUBAI_HYPER_01,SKU_502,2.0,49,91,0,0.0,5
