timestamp,dc_id,sku_id,predicted_demand,opening_stock_units,expiring_within_24h_units,service_level_pct,forecast_hour_offset
2025-12-08 00:00:00,DC_RIYADH,SKU_201,12.0,27,4,100.0,1
2025-12-08 00:00:00,DC_RIYADH,SKU_202,12.0,0,0,100.0,1
2025-12-08 00:00:00,DC_RIYADH,SKU_301,9.0,142,0,100.0,1
2025-12-08 00:00:00,DC_RIYADH,SKU_302,8.0,1,1,80.0,1
2025-12-08 00:00:00,DC_RIYADH,SKU_303,8.0,442,3,100.0,1
2025-12-08 00:00:00,DC_RIYADH,SKU_304,8.0,450,2,100.0,1
2025-12-08 00:00:00,DC_RIYADH,SKU_305,8.0,376,0,100.0,1
2025-12-08 00:00:00,DC_RIYADH,SKU_306,9.0,2,6,100.0,1
2025-12-08 00:00:00,DC_RIYADH,SKU_401,12.0,0,3,54.55,1
2025-12-08 00:00:00,DC_RIYADH,SKU_402,10.0,632,0,100.0,1
2025-12-08 00:00:00,DC_RIYADH,SKU_501,13.0,297,5,100.0,1
2025-12-08 00:00:00,DC_RIYADH,SKU_502,9.0,473,0,100.0,1
2025-12-08 00:00:00,DC_RIYADH,SKU_503,9.0,7,1,100.0,1
2025-12-08 01:00:00,DC_DAMMAM,SKU_101,11.0,0,2,53.85,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_102,11.0,6,0,91.67,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_103,10.0,601,9,100.0,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_201,10.0,116,4,100.0,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_202,13.0,248,0,100.0,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_301,9.0,722,0,100.0,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_302,9.0,1,0,60.0,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_303,8.0,465,2,100.0,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_304,9.0,0,0,66.67,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_305,9.0,440,3,100.0,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_306,8.0,8,1,100.0,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_401,13.0,0,0,60.0,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_402,10.0,2,4,100.0,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_501,12.0,5,0,78.57,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_502,9.0,121,0,100.0,2
2025-12-08 01:00:00,DC_DAMMAM,SKU_503,9.0,402,1,100.0,2
2025-12-08 01:00:00,DC_DUBAI,SKU_101,10.0,496,0,92.86,2
2025-12-08 01:00:00,DC_DUBAI,SKU_102,12.0,0,4,43.75,2
2025-12-08 01:00:00,DC_DUBAI,SKU_103,11.0,198,0,100.0,2
2025-12-08 01:00:00,DC_DUBAI,SKU_201,10.0,0,2,60.0,2
2025-12-08 01:00:00,DC_DUBAI,SKU_202,12.0,0,7,81.82,2
2025-12-08 01:00:00,DC_DUBAI,SKU_301,10.0,585,3,100.0,2
2025-12-08 01:00:00,DC_DUBAI,SKU_302,9.0,1,1,100.0,2
2025-12-08 01:00:00,DC_DUBAI,SKU_303,8.0,3,2,100.0,2
2025-12-08 01:00:00,DC_DUBAI,SKU_304,9.0,472,2,100.0,2
2025-12-08 01:00:00,DC_DUBAI,SKU_305,9.0,0,0,80.0,2
2025-12-08 01:00:00,DC_DUBAI,SKU_306,9.0,183,0,100.0,2
2025-12-08 01:00:00,DC_DUBAI,SKU_401,8.0,117,2,100.0,2
2025-12-08 01:00:00,DC_DUBAI,SKU_402,10.0,519,4,100.0,2
2025-12-08 01:00:00,DC_DUBAI,SKU_501,9.0,98,1,100.0,2
2025-12-08 01:00:00,DC_DUBAI,SKU_502,10.0,617,4,100.0,2
2025-12-08 01:00:00,DC_DUBAI,SKU_503,9.0,550,1,100.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_101,12.0,213,1,100.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_102,10.0,704,0,100.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_103,10.0,0,0,100.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_201,9.0,3,2,87.5,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_202,15.0,0,1,100.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_301,9.0,0,2,100.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_302,8.0,501,5,100.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_303,9.0,29,4,87.5,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_304,8.0,84,0,100.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_305,9.0,455,2,100.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_306,9.0,0,0,100.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_401,13.0,178,2,100.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_402,9.0,470,0,100.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_501,10.0,481,0,100.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_502,10.0,0,1,75.0,2
2025-12-08 01:00:00,DC_JEDDAH,SKU_503,10.0,529,6,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_101,12.0,300,1,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_102,11.0,24,5,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_103,11.0,0,2,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_201,11.0,27,4,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_202,12.0,0,0,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_301,9.0,142,0,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_302,8.0,1,1,80.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_303,9.0,442,3,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_304,9.0,450,2,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_305,8.0,376,0,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_306,10.0,2,6,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_401,13.0,0,3,54.55,2
2025-12-08 01:00:00,DC_RIYADH,SKU_402,10.0,632,0,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_501,12.0,297,5,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_502,10.0,473,0,100.0,2
2025-12-08 01:00:00,DC_RIYADH,SKU_503,10.0,7,1,100.0,2
2025-12-08 02:00:00,DC_DAMMAM,SKU_101,11.0,0,2,53.85,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_102,11.0,6,0,91.67,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_103,10.0,601,9,100.0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_201,10.0,116,4,100.0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_202,13.0,248,0,100.0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_301,9.0,722,0,100.0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_302,9.0,1,0,60.0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_303,8.0,465,2,100.0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_304,9.0,0,0,66.67,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_305,9.0,440,3,100.0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_306,8.0,8,1,100.0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_401,13.0,0,0,60.0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_402,10.0,2,4,100.0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_501,12.0,5,0,78.57,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_502,9.0,121,0,100.0,3
2025-12-08 02:00:00,DC_DAMMAM,SKU_503,9.0,402,1,100.0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_101,10.0,496,0,92.86,3
2025-12-08 02:00:00,DC_DUBAI,SKU_102,11.0,0,4,43.75,3
2025-12-08 02:00:00,DC_DUBAI,SKU_103,11.0,198,0,100.0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_201,10.0,0,2,60.0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_202,12.0,0,7,81.82,3
2025-12-08 02:00:00,DC_DUBAI,SKU_301,10.0,585,3,100.0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_302,9.0,1,1,100.0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_303,8.0,3,2,100.0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_304,9.0,472,2,100.0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_305,9.0,0,0,80.0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_306,9.0,183,0,100.0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_401,8.0,117,2,100.0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_402,11.0,519,4,100.0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_501,9.0,98,1,100.0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_502,10.0,617,4,100.0,3
2025-12-08 02:00:00,DC_DUBAI,SKU_503,9.0,550,1,100.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_101,12.0,213,1,100.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_102,10.0,704,0,100.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_103,10.0,0,0,100.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_201,9.0,3,2,87.5,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_202,15.0,0,1,100.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_301,9.0,0,2,100.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_302,8.0,501,5,100.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_303,9.0,29,4,87.5,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_304,8.0,84,0,100.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_305,9.0,455,2,100.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_306,9.0,0,0,100.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_401,13.0,178,2,100.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_402,9.0,470,0,100.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_501,10.0,481,0,100.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_502,10.0,0,1,75.0,3
2025-12-08 02:00:00,DC_JEDDAH,SKU_503,10.0,529,6,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_101,12.0,300,1,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_102,11.0,24,5,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_103,11.0,0,2,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_201,11.0,27,4,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_202,12.0,0,0,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_301,9.0,142,0,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_302,8.0,1,1,80.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_303,9.0,442,3,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_304,9.0,450,2,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_305,8.0,376,0,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_306,10.0,2,6,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_401,13.0,0,3,54.55,3
2025-12-08 02:00:00,DC_RIYADH,SKU_402,10.0,632,0,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_501,12.0,297,5,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_502,11.0,473,0,100.0,3
2025-12-08 02:00:00,DC_RIYADH,SKU_503,10.0,7,1,100.0,3
2025-12-08 03:00:00,DC_DAMMAM,SKU_101,11.0,0,2,53.85,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_102,11.0,6,0,91.67,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_103,10.0,601,9,100.0,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_201,10.0,116,4,100.0,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_202,13.0,248,0,100.0,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_301,9.0,722,0,100.0,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_302,9.0,1,0,60.0,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_303,8.0,465,2,100.0,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_304,9.0,0,0,66.67,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_305,9.0,440,3,100.0,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_306,8.0,8,1,100.0,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_401,13.0,0,0,60.0,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_402,10.0,2,4,100.0,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_501,12.0,5,0,78.57,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_502,9.0,121,0,100.0,4
2025-12-08 03:00:00,DC_DAMMAM,SKU_503,9.0,402,1,100.0,4
2025-12-08 03:00:00,DC_DUBAI,SKU_101,10.0,496,0,92.86,4
2025-12-08 03:00:00,DC_DUBAI,SKU_102,11.0,0,4,43.75,4
2025-12-08 03:00:00,DC_DUBAI,SKU_103,11.0,198,0,100.0,4
2025-12-08 03:00:00,DC_DUBAI,SKU_201,10.0,0,2,60.0,4
2025-12-08 03:00:00,DC_DUBAI,SKU_202,12.0,0,7,81.82,4
2025-12-08 03:00:00,DC_DUBAI,SKU_301,10.0,585,3,100.0,4
2025-12-08 03:00:00,DC_DUBAI,SKU_302,9.0,1,1,100.0,4
2025-12-08 03:00:00,DC_DUBAI,SKU_303,8.0,3,2,100.0,4
2025-12-08 03:00:00,DC_DUBAI,SKU_304,9.0,472,2,100.0,4
2025-12-08 03:00:00,DC_DUBAI,SKU_305,9.0,0,0,80.0,4
2025-12-08 03:00:00,DC_DUBAI,SKU_306,9.0,183,0,100.0,4
2025-12-08 03:00:00,DC_DUBAI,SKU_401,8.0,117,2,100.0,4
2025-12-08 03:00:00,DC_DUBAI,SKU_402,11.0,519,4,100.0,4
2025-12-08 03:00:00,DC_DUBAI,SKU_501,9.0,98,1,100.0,4
2025-12-08 03:00:00,DC_DUBAI,SKU_502,10.0,617,4,100.0,4
2025-12-08 03:00:00,DC_DUBAI,SKU_503,9.0,550,1,100.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_101,12.0,213,1,100.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_102,10.0,704,0,100.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_103,10.0,0,0,100.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_201,9.0,3,2,87.5,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_202,15.0,0,1,100.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_301,9.0,0,2,100.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_302,8.0,501,5,100.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_303,9.0,29,4,87.5,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_304,8.0,84,0,100.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_305,9.0,455,2,100.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_306,9.0,0,0,100.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_401,13.0,178,2,100.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_402,9.0,470,0,100.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_501,10.0,481,0,100.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_502,10.0,0,1,75.0,4
2025-12-08 03:00:00,DC_JEDDAH,SKU_503,10.0,529,6,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_101,12.0,300,1,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_102,11.0,24,5,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_103,11.0,0,2,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_201,11.0,27,4,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_202,12.0,0,0,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_301,9.0,142,0,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_302,8.0,1,1,80.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_303,9.0,442,3,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_304,9.0,450,2,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_305,8.0,376,0,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_306,10.0,2,6,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_401,13.0,0,3,54.55,4
2025-12-08 03:00:00,DC_RIYADH,SKU_402,10.0,632,0,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_501,12.0,297,5,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_502,11.0,473,0,100.0,4
2025-12-08 03:00:00,DC_RIYADH,SKU_503,10.0,7,1,100.0,4
2025-12-08 04:00:00,DC_DAMMAM,SKU_101,11.0,0,2,53.85,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_102,11.0,6,0,91.67,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_103,10.0,601,9,100.0,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_201,10.0,116,4,100.0,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_202,13.0,248,0,100.0,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_301,9.0,722,0,100.0,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_302,9.0,1,0,60.0,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_303,8.0,465,2,100.0,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_304,9.0,0,0,66.67,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_305,9.0,440,3,100.0,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_306,8.0,8,1,100.0,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_401,13.0,0,0,60.0,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_402,10.0,2,4,100.0,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_501,12.0,5,0,78.57,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_502,9.0,121,0,100.0,5
2025-12-08 04:00:00,DC_DAMMAM,SKU_503,9.0,402,1,100.0,5
2025-12-08 04:00:00,DC_DUBAI,SKU_101,9.0,496,0,92.86,5
2025-12-08 04:00:00,DC_DUBAI,SKU_102,11.0,0,4,43.75,5
2025-12-08 04:00:00,DC_DUBAI,SKU_103,11.0,198,0,100.0,5
2025-12-08 04:00:00,DC_DUBAI,SKU_201,10.0,0,2,60.0,5
2025-12-08 04:00:00,DC_DUBAI,SKU_202,12.0,0,7,81.82,5
2025-12-08 04:00:00,DC_DUBAI,SKU_301,10.0,585,3,100.0,5
2025-12-08 04:00:00,DC_DUBAI,SKU_302,9.0,1,1,100.0,5
2025-12-08 04:00:00,DC_DUBAI,SKU_303,8.0,3,2,100.0,5
2025-12-08 04:00:00,DC_DUBAI,SKU_304,9.0,472,2,100.0,5
2025-12-08 04:00:00,DC_DUBAI,SKU_305,9.0,0,0,80.0,5
2025-12-08 04:00:00,DC_DUBAI,SKU_306,9.0,183,0,100.0,5
2025-12-08 04:00:00,DC_DUBAI,SKU_401,8.0,117,2,100.0,5
2025-12-08 04:00:00,DC_DUBAI,SKU_402,11.0,519,4,100.0,5
2025-12-08 04:00:00,DC_DUBAI,SKU_501,9.0,98,1,100.0,5
2025-12-08 04:00:00,DC_DUBAI,SKU_502,10.0,617,4,100.0,5
2025-12-08 04:00:00,DC_DUBAI,SKU_503,9.0,550,1,100.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_101,12.0,213,1,100.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_102,10.0,704,0,100.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_103,10.0,0,0,100.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_201,9.0,3,2,87.5,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_202,15.0,0,1,100.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_301,9.0,0,2,100.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_302,8.0,501,5,100.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_303,9.0,29,4,87.5,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_304,8.0,84,0,100.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_305,9.0,455,2,100.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_306,9.0,0,0,100.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_401,13.0,178,2,100.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_402,9.0,470,0,100.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_501,10.0,481,0,100.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_502,10.0,0,1,75.0,5
2025-12-08 04:00:00,DC_JEDDAH,SKU_503,10.0,529,6,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_101,12.0,300,1,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_102,11.0,24,5,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_103,11.0,0,2,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_201,11.0,27,4,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_202,12.0,0,0,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_301,9.0,142,0,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_302,8.0,1,1,80.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_303,9.0,442,3,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_304,9.0,450,2,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_305,8.0,376,0,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_306,10.0,2,6,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_401,13.0,0,3,54.55,5
2025-12-08 04:00:00,DC_RIYADH,SKU_402,10.0,632,0,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_501,12.0,297,5,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_502,11.0,473,0,100.0,5
2025-12-08 04:00:00,DC_RIYADH,SKU_503,10.0,7,1,100.0,5
2025-12-08 05:00:00,DC_DAMMAM,SKU_101,12.0,0,2,53.85,6
2025-12-08 05:00:00,DC_DAMMAM,SKU_102,11.0,6,0,91.67,6
2025-12-08 05:00:00,DC_DAMMAM,SKU_103,11.0,601,9,100.0,6
2025-12-08 05:00:00,DC_DAMMAM,SKU_201,12.0,116,4,100.0,6
2025-12-08 05:00:00,DC_DAMMAM,SKU_202,18.0,248,0,100.0,6
2025-12-08 05:00:00,DC_DAMMAM,SKU_301,10.0,722,0,100.0,6
